,LAT,LON,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
NewPhiladelphiacity,40.489788,-81.44567,5.0,15698.0,2.39,0.67,98.59,0.41,0.38,12.91,24.54,11.68,14.74,-193177.02,101.37579,22405.0,70.03,0.21,38.61,31.52,8.23,20.3,28457.0,11612.0,11573.0,6750.0,5879.0,48404.0,9154.513,16566.0,1936.0,12.51,8.41,23.23,9.77,8.37,56.09,27.11,18.6,23.64,19.12,10.32,23.48,13.49,12.04,2.95,74.89,73.23,83.33,75.53,60.69,67.12,137.0,1.08,119.0,8.852173,12.61196,5.88,15.97,1.285392,0.3607916,0.04,0.12,97.71,0.18,2.74,1.83,2.36,2.48,2.15,69.11,0.88,49.57,3.0,369.0,94.68,65.97,2.44,32.25,1951.0,5.33,0.53,38200.0,50200.0,69300.0,31100.0,194.0,244.0,295.0,101.0,309.0,24.7,19.5,12.4,-836.50635,-238.30435,0.76,86.58,57.93,88.5,95.75,517.1789,277.71017,-1206.8558,223.21063,-41547.555,63393.875,298.00192,301.96548,86.49552,91.705055,5.985101,2.561405,0.48444673,10.981358,-14.1181555,7.8385563,25.154224,7.1,2223.9,0.29,16.910887,33291760.0,72.138275,1.5211152,4.741866,121308.21,26.953146,12.455972,3.0,17.96,9.0,53.87,17.0,101.75,45.0,269.33,395.0,2364.14,16.0,95.76,1.0,5.99,173.57,2735.22
Jacksontownship,40.86655,-81.4938,5.0,25265.0,2.7,2.97,96.08,0.64,0.52,14.71,26.32,12.85,9.27,21897.0,86.67,34670.0,82.44,0.95,42.03,22.84,5.43,18.91,39841.0,14134.0,14369.0,7993.0,11645.0,3054.0,16501.0,13921.0,1847.0,7.4,5.74,20.22,13.87,3.68,68.31,13.52,21.47,15.94,23.35,9.16,23.98,13.21,11.29,3.08,77.27,74.22,87.97,76.93,65.07,74.51,381.0,1.96,279.0,9.32,15.41,25.09,27.96,0.1,0.17,0.28,0.31,97.38,0.34,3.23,2.5,2.67,2.79,2.38,73.58,1.36,35.22,3.0,383.0,96.07,70.34,2.09,27.68,1968.0,2.74,0.38,63100.0,77400.0,96400.0,33300.0,303.0,368.0,430.0,127.0,445.0,24.1,20.4,12.3,-493.94882,-189.93713,1.1,78.41,50.71,87.03,93.54,745.2339,218.19449,-442.52133,98.17104,46242.176,42410.64,228.47359,250.26845,89.06142,88.91332,15.391447,1.2813712,0.21785212,17.77542,2.035857,7.6271386,18.433336,38.2,661.4,1.69,82.71449,51763550.0,65.628456,1.3702991,4.1142855,58412.758,2.0,6.07,8.0,24.28,34.0,103.18,23.0,69.8,129.0,391.49,1065.0,3232.07,68.0,206.37,4.0,12.14,203.33,3842.07
Texarkanacity,33.43048,-94.03617,5.0,22631.0,2.6,31.74,67.21,0.53,0.76,14.86,26.95,13.21,13.65,22631.0,100.0,19016.0,68.24,0.85,25.23,30.84,9.36,13.57,25285.0,9990.0,12230.0,5501.0,7605.0,3405.0,2697.0,3696.0,5526.0,25.16,13.4,32.59,12.35,7.17,53.39,18.56,24.61,19.59,20.18,12.11,27.22,16.16,14.34,3.08,59.71,53.43,67.51,62.59,60.36,64.27,1355.0,7.02,198.0,31.82,31.82,54.04,57.07,0.28,0.28,0.47,0.5,97.11,0.81,4.98,3.51,2.52,2.55,2.48,60.14,3.94,51.85,2.0,1154.0,88.29,59.4,3.81,50.17,1962.0,7.8,0.42,28100.0,42700.0,60800.0,32700.0,152.0,255.0,325.0,173.0,334.0,27.1,17.3,14.6,8.0,14.0,0.87,46.52,56.75,80.32,86.84,723.446,240.95898,-258.79807,164.67339,53390.2,84398.29,377.50577,297.88852,72.86772,81.778465,20.703867,-0.7600259,0.34304833,20.213326,3.042546,7.364687,50.15813,17.2,1315.1,0.11,180.11006,51524120.0,82.51151,1.8284776,8.811803,60135.36,7.0,30.16,21.0,90.47,71.0,305.89,224.0,965.06,433.0,1865.49,2289.0,9861.7,75.0,323.12,18.0,77.55,1391.58,12127.87
CedarGrovetownship,40.851788,-74.229034,5.0,12053.0,2.9,2.24,92.09,5.06,2.53,10.28,21.07,10.06,17.32,12053.0,100.0,55464.0,80.63,0.53,66.51,32.74,2.04,21.35,61728.0,23052.0,23765.0,6198.0,5104.6235,18588.0,1022.0,11814.0,332.0,3.0,6.71,16.78,31.32,3.13,59.7,14.77,24.53,6.6,37.81,4.36,31.12,7.58,6.12,3.09,87.25,85.41,93.73,97.34,57.25,65.26,7.0,0.08,1268.0,14.75,17.74,22.56,25.63,1.55,1.87,2.37,2.7,86.55,1.99,3.67,2.86,2.67,2.9,1.87,83.89,0.79,32.21,3.0,67.0,98.41,77.02,2.409357,49.25,1956.0,1.1436156,0.17,181800.0,213300.0,249900.0,68100.0,536.0,717.0,882.0,346.0,754.0,25.8,22.3,13.8,100.65849,-54.531822,10.52,67.5,65.22,84.91,93.85,893.1318,275.4394,-11.177208,177.17865,-173714.02,52245.63,280.60352,322.12543,76.55717,90.7694,0.8686405,0.43636695,-0.5931418,0.28392828,-5.75413,5.4225774,6.0014615,4.4,2756.1,6.25,42.196575,49519376.0,74.380775,0.46962795,2.0434449,149128.94,60.836224,4.184751,1.0,8.17,8.0,65.4,38.0,310.64,100.0,817.46,169.0,1381.51,31.0,253.41,11.0,89.92,384.21,2542.3
Germantowncity,35.086758,-89.81009,5.0,32893.0,3.07,1.85,95.15,2.72,0.85,16.62,21.53,10.63,5.06,32893.0,100.0,69019.0,90.11,2.18,68.13,12.69,0.97,11.46,71958.0,28087.0,28281.0,29695.0,40782.0,19439.0,12981.0,17225.0,364.0,1.11,0.61,2.78,53.52,2.28,70.03,12.31,24.99,2.78,46.24,3.85,22.13,7.17,5.55,3.33,91.08,90.7,96.55,90.25,48.26,57.76,90.0,0.41,1285.0,11.75,13.31,28.17,38.68,0.46,0.52,1.1,1.51,94.49,0.47,3.31,2.91,3.07,3.15,2.38,91.93,0.34,9.37,4.0,418.0,96.24,89.58,0.96,24.64,1978.0,0.12,0.11,119800.0,145100.0,189100.0,69300.0,454.0,530.0,728.0,274.0,631.0,23.0,20.4,10.8,-346.89624,177.94847,3.91,37.88,49.69,72.86,74.16,1559.0,445.42346,105.90792,280.8124,125587.95,42245.227,2.6083083,471.3415,83.98283,82.235886,8.799629,1.0800109,0.036193598,12.936133,25.751495,3.382498,53.19949,15.9,2067.7,0.29,91.62951,67105950.0,66.39151,0.8716259,1.6932318,246894.66,112.700035,5.009403,1.0,2.75,6.0,16.49,3.0,8.25,61.0,167.69,573.0,1575.21,32.0,87.97,2.0,5.5,27.49,1836.38
PanamaCitycity,30.158813,-85.6602,5.0,34378.0,2.45,21.82,75.5,1.7,1.34,13.65,25.55,12.19,15.4,34378.0,100.0,21881.0,71.57,0.31,34.9,32.24,9.39,20.27,26629.0,12169.0,14016.0,6172.0,4438.0,9772.0,3921.0,5597.0,6571.0,19.64,12.12,29.65,16.72,7.83,54.05,7.73,25.23,11.27,25.95,13.01,27.19,16.99,15.18,2.98,63.04,57.54,62.69,67.75,62.56,68.48,1148.0,3.98,974.0,12.22,13.14,16.84,37.78,0.35,0.37,0.48,1.07,94.66,0.89,4.66,3.05,2.38,2.43,2.31,59.49,3.54,49.1,3.0,1875.0,88.23,58.3,1.92,38.61,1965.0,8.75,0.41,35000.0,49800.0,72500.0,37500.0,178.0,279.0,361.0,183.0,364.0,26.3,19.3,13.1,45.0,24.0,2.83,45.78,49.38,76.1,82.17,598.1299,146.90439,-335.21786,79.80559,-22196.3,53235.348,431.9806,204.53766,81.74376,79.127495,24.414366,0.23042029,0.35808572,25.115292,7.4507384,6.8519917,57.343292,16.0,2144.9,0.05,166.32771,38836840.0,72.03914,0.51051474,5.480771,-29901.215,3.0,7.78,23.0,59.63,74.0,191.85,269.0,697.42,631.0,1635.94,2348.0,6087.48,183.0,474.45,17.0,44.07,956.68,8241.94
AtlanticCitycity,39.364285,-74.42293,5.0,37986.0,2.41,51.31,35.45,3.97,15.3,12.32,26.47,12.98,16.65,37986.0,100.0,20309.0,68.54,0.5,22.62,35.52,14.85,14.35,27804.0,12017.0,16360.0,9942.0,2566.0,12883.0,6423.0,6690.0,9208.0,24.97,15.95,41.66,9.55,9.63,55.72,4.44,14.45,9.09,15.58,15.65,46.53,18.36,17.11,3.13,32.24,26.11,38.21,30.64,62.47,69.18,5719.0,19.29,3757.0,13.23,22.54,35.83,47.03,1.31,2.23,3.54,4.65,76.74,5.64,9.02,4.86,2.3,2.42,2.25,31.93,8.77,67.53,2.0,5895.0,72.74,30.4,13.66,57.59,1955.0,11.49,0.98,54300.0,73400.0,100700.0,46400.0,215.0,394.0,517.0,302.0,434.0,28.2,19.7,15.8,594.0,22.0,9.89,49.49,53.85,81.22,86.35,1184.9485,354.6726,535.63257,248.53717,449633.5,212324.56,608.86096,360.48416,51.398006,78.717926,24.83731,2.6891432,-0.29326916,24.941235,49.65456,10.236394,102.87498,11.8,3230.5,25.65,259.89194,111821120.0,88.36621,3.9038947,2.5693555,178296.48,10.0,27.21,46.0,125.16,643.0,1749.56,618.0,1681.54,1268.0,3450.15,8146.0,22164.78,411.0,1118.31,102.0,277.54,3583.48,27010.77
Tustincity,33.742,-117.82364,5.0,50689.0,2.77,5.71,73.24,10.38,20.73,14.06,34.37,17.33,6.67,50689.0,100.0,38433.0,87.84,0.69,39.67,14.9,4.75,10.19,42840.0,18120.0,20356.0,11722.0,18472.0,14767.0,8682.0,10338.0,3339.0,6.85,5.44,14.0,25.55,4.48,75.45,20.0,19.66,10.52,30.29,10.36,36.04,17.63,14.0,3.16,73.27,71.3,88.62,71.81,70.43,74.69,939.0,3.11,10964.0,19.99,38.64,50.92,62.99,4.32,8.36,11.01,13.62,72.17,7.29,7.56,5.17,2.66,2.64,2.68,40.54,11.3,63.69,2.0,968.0,94.98,40.93,1.24,13.84,1970.0,1.23,0.23,190900.0,254500.0,310500.0,119600.0,621.0,701.0,851.0,230.0,746.0,28.2,24.6,11.4,32.0,10.0,21.63,37.32,32.17,69.29,78.7,1394.6172,206.95796,426.4816,127.44935,-94636.625,41802.906,359.84473,212.52356,79.71003,83.16774,7.0490985,7.2991414,1.8077996,14.407151,-5.9990177,8.099976,123.26702,11.7,4333.9,2.3,93.57651,70353240.0,89.464264,2.5226488,6.0445213,128223.88,2.0,3.4,12.0,20.42,91.0,154.83,98.0,166.74,677.0,1151.87,2104.0,3579.81,337.0,573.38,33.0,56.15,345.39,5361.21
Atwatercity,37.347717,-120.609085,5.0,22282.0,3.1,9.26,73.2,6.79,18.51,14.68,30.15,13.19,6.14,16037.64,101.86778,26701.0,82.4,1.28,33.32,16.76,13.51,19.98,29110.0,10401.0,11189.0,11320.0,11575.0,6671.0,5908.0,6498.0,2765.0,12.58,10.39,22.86,14.05,7.84,64.55,11.73,27.79,15.87,21.66,9.19,23.2,13.69,11.51,3.42,75.03,72.09,79.13,73.38,63.38,68.35,454.0,2.8,2427.0,13.1,19.41,28.47,33.0,1.43,2.11,3.1,3.59,80.79,4.31,8.07,6.59,3.08,2.87,3.29,45.76,11.36,42.76,3.0,233.0,96.86,49.19,2.58,19.31,1973.0,4.27,0.27,71700.0,89800.0,112100.0,40400.0,321.0,377.0,448.0,127.0,446.0,26.9,21.8,12.1,19.0,-110.35325,10.89,42.85,34.22,63.89,75.03,930.5637,163.05783,-15.035083,149.14034,-121927.164,67757.35,446.39264,209.91364,77.62747,87.534164,9.437935,3.3683844,1.1469057,15.965134,8.068338,6.093692,62.21227,5.3,4169.5,0.39,140.52928,41336116.0,88.97701,1.9516813,6.9753146,111341.914,3.0,12.77,7.0,29.81,25.0,106.46,132.0,562.08,407.0,1733.09,739.0,3146.82,99.0,421.56,10.0,42.58,711.12,5344.06
Lansdowneborough,39.938168,-75.27185,5.0,11712.0,2.38,5.16,93.4,1.12,0.92,10.37,24.64,11.01,15.54,11712.0,100.0,35795.0,77.0,1.27,55.57,32.79,4.26,20.27,44171.0,17626.0,17914.0,15210.0,39000.0,9352.0,9729.677,7032.0,397.0,3.39,3.44,12.09,30.06,3.84,66.79,13.18,31.42,7.74,35.32,7.7,31.53,10.38,9.18,3.08,81.37,81.12,93.58,88.35,64.44,72.49,133.0,1.61,549.0,11.11,14.39,16.76,21.49,0.52,0.67,0.79,1.01,93.68,0.62,4.93,3.07,2.38,2.75,1.71,74.42,0.87,41.43,3.0,198.0,96.13,64.33,2.02,26.26,1939.0,1.61,1.23,85200.0,106500.0,128900.0,43700.0,390.0,469.0,550.0,160.0,535.0,25.9,22.3,15.4,-667.2649,-229.2612,4.69,79.28,61.84,84.57,94.37,532.9387,391.35617,-90.61558,255.92444,-284354.6,83139.41,129.19666,413.4821,84.52135,96.92203,4.921988,-0.48780495,-0.552233,4.9649897,9.300259,5.952655,85.00408,1.2,9600.0,15.85,49.559757,44926136.0,75.647835,0.5122311,2.8268297,230307.28,44.961826,5.3063183,2.0,17.12,6.0,51.37,19.0,162.67,28.0,239.73,160.0,1369.86,26.0,222.6,-31.510773,17.157116,231.16,1832.19
EastLampetertownship,40.040802,-76.21315,5.0,11999.0,2.6,1.33,96.41,1.26,2.45,12.03,25.44,12.08,13.02,6931.0,57.76,34720.0,82.75,3.76,54.82,24.96,1.93,14.93,40116.0,16904.0,16990.0,13692.0,-1228.5588,16031.0,11666.0,13054.0,594.0,4.98,12.74,27.54,18.99,2.34,69.97,24.16,17.25,17.78,23.57,7.54,25.25,9.41,8.51,3.05,84.89,84.76,95.15,84.68,57.18,65.06,82.0,0.93,345.0,20.29,33.33,33.33,42.03,0.58,0.96,0.96,1.21,86.32,0.74,5.29,3.87,2.58,2.73,2.26,70.46,1.6,38.07,3.0,172.0,96.41,66.4,2.9958246,30.81,1969.0,6.47,0.5,79000.0,96800.0,125100.0,46100.0,358.0,454.0,524.0,166.0,521.0,23.0,19.3,11.5,43.0,-178.57198,2.88,81.32,60.33,85.97,92.19,754.0496,150.08032,-35.667084,106.36755,1406.0723,25695.682,214.49023,196.44577,90.11977,88.17683,4.15443,8.377972,0.9971423,14.623942,-0.6426518,6.620512,5.7926044,20.7,580.7,1.03,68.801834,36571660.0,83.56363,1.805206,3.35133,65299.23,46.896736,6.237678,1.0,8.19,8.0,65.55,9.0,73.75,65.0,532.61,432.0,3539.82,26.0,213.04,70.67502,21.972677,147.49,4285.48
BayCitycity,43.594467,-83.88886,5.0,38936.0,2.5,2.45,93.6,0.45,5.62,13.57,26.49,12.77,14.05,38936.0,100.0,21380.0,67.91,0.37,38.65,33.89,15.24,20.04,28038.0,10782.0,10973.0,7842.0,9825.0,3677.0,7228.0,7438.0,6967.0,18.06,10.61,30.0,9.41,13.52,51.65,20.53,24.45,19.0,20.01,10.83,31.08,14.05,12.56,3.1,66.08,66.4,72.27,73.78,56.52,63.85,873.0,2.52,366.0,1.91,6.28,9.29,10.66,0.02,0.06,0.09,0.1,93.67,0.66,4.85,3.23,2.48,2.61,2.21,70.96,1.65,44.89,3.0,802.0,95.1,67.48,2.37,48.88,1939.0,4.81,0.46,24500.0,32600.0,43600.0,19100.0,198.0,268.0,329.0,131.0,312.0,29.2,17.3,14.3,26.0,-238.03722,0.94,88.91,63.14,88.46,96.22,439.87747,261.4559,-753.8233,244.38164,-67788.88,71927.734,276.44858,283.50925,90.20481,86.36384,9.3857,3.05588,0.5776826,13.94622,-27.74555,8.003154,65.056564,10.8,3613.2,1.55,65.96477,52346870.0,77.52634,0.26034138,6.112877,136641.7,38.42282,11.678818,65.95435,85.856384,54.0,139.89,180.0,466.29,349.0,904.07,1392.0,3605.94,117.0,303.09,10.0,25.9,952.50574,4839.0
KlamathFallscity,42.22487,-121.78167,5.0,17737.0,2.46,1.14,91.22,1.19,5.94,15.8,29.68,16.21,13.06,92527.61,99.664,19382.0,71.65,0.78,37.69,29.02,8.67,14.09,25644.0,10936.0,11444.0,4938.0,4725.0,7635.0,5391.0,5211.0,3717.0,21.77,9.09,24.67,15.75,9.39,53.48,19.7,24.48,19.04,23.39,13.13,33.01,16.1,14.61,2.99,67.74,66.01,71.14,80.28,54.46,67.08,340.0,2.49,726.0,20.39,31.82,41.18,46.28,0.83,1.3,1.69,1.89,93.12,1.62,4.62,2.91,2.36,2.5,2.22,52.71,4.04,63.24,2.0,625.0,92.02,49.74,4.32,32.32,1950.0,9.1,0.5,32900.0,48200.0,67700.0,34800.0,192.0,261.0,331.0,139.0,318.0,27.2,20.1,13.1,84.0,2.0,4.09,44.03,41.64,71.32,80.76,675.33484,263.75702,-117.38627,187.3889,21353.975,95859.47,378.5272,300.3192,70.84694,99.35504,3.3264158,0.61844164,0.32246277,3.2324736,15.908831,8.362365,74.678116,17.0,1043.6,1.0,180.8304,73114460.0,88.76811,0.74905616,5.6091056,138823.73,2.0,10.44,10.0,52.19,25.0,130.47,60.0,313.12,244.0,1273.35,500.0,2609.33,78.0,407.06,5.0,26.09,506.21,4315.83
NorthSmithfieldtown,41.966766,-71.54951,5.0,10497.0,2.81,0.16,99.05,0.66,0.53,13.65,22.52,11.18,14.89,6789.0,64.68,41449.0,78.59,1.42,53.58,31.85,2.98,17.57,47420.0,16298.0,16347.0,6565.8066,11974.0,11834.0,11465.518,8941.0,415.0,4.08,12.67,28.52,20.77,6.22,61.79,21.95,28.4,12.79,29.92,5.4,25.16,6.04,5.73,3.12,89.44,87.39,96.45,86.23,63.53,76.31,59.0,0.76,450.0,7.78,7.78,10.44,10.44,0.33,0.33,0.45,0.45,81.57,1.46,3.28,2.65,2.74,2.91,2.01,85.9,0.59,32.36,3.0,106.0,97.24,80.8,2.83,43.4,1959.0,0.13,0.2554581,116500.0,146600.0,184000.0,67500.0,252.0,433.0,575.0,323.0,518.0,23.6,21.0,14.5,-1229.6067,-92.57076,4.29,74.45,68.04,92.06,93.3,840.47894,457.69577,-471.83752,269.87845,20016.654,23096.682,62.234665,489.42288,83.335236,87.26337,5.231109,4.6482472,0.29936168,11.329423,14.455808,4.076242,50.529514,24.9,421.5,1.09,50.16197,54167190.0,68.31299,0.85581875,2.8551443,276236.66,67.00046,3.789233,1.0,9.24,1.0,9.24,56.0,517.27,64.0,591.17,138.0,1274.71,14.0,129.32,25.30185,24.791712,535.75,1995.2
Salemtown,36.183674,-86.79316,5.0,25746.0,2.8,0.93,96.78,1.77,1.41,13.16,26.19,12.32,9.06,20814.0,80.84,44210.0,86.08,0.73,45.49,21.39,3.77,12.92,51073.0,17930.0,17786.0,19915.0,7554.0,26721.0,7593.0,10703.0,974.0,3.81,5.71,17.56,20.39,6.35,71.26,27.01,16.87,12.32,28.41,8.52,28.98,10.41,9.48,3.24,84.42,81.65,95.31,81.0,65.58,73.72,167.0,0.93,1515.0,5.74,8.65,16.44,23.17,0.34,0.51,0.97,1.36,88.67,1.23,4.69,3.57,2.79,2.95,2.22,81.66,1.42,42.84,3.0,712.0,92.81,76.98,4.49,53.23,1968.0,0.83,0.15,127500.0,150300.0,182300.0,54800.0,472.0,605.0,701.0,229.0,646.0,24.8,23.5,13.6,-1036.0342,-338.72748,5.88,7.85,61.74,75.94,77.59,718.7195,261.92548,-185.11855,166.18437,-109817.51,59597.816,206.15927,273.86923,82.67034,91.499176,4.338483,0.39241531,0.5100996,6.1883836,13.634889,4.732291,-20.36302,25.6,1006.0,0.33,101.44076,53652148.0,82.5103,1.2585362,3.741047,140622.16,2.0,7.69,4.0,15.37,29.0,111.47,20.0,76.87,145.0,557.33,1030.0,3958.95,329.0,1264.56,4.0,15.37,211.4,5796.21
Woodburncity,45.14373,-122.85537,5.0,13404.0,2.8,0.28,79.3,0.46,31.42,12.84,23.68,11.71,22.74,100145.29,103.966606,22253.0,58.61,1.48,45.57,47.61,8.52,23.12,25389.0,9302.0,10411.0,6419.0,4197.0,16043.0,4980.0,5153.0,2914.0,22.45,20.1,36.64,8.55,5.64,47.51,24.87,18.07,22.53,18.51,6.73,23.92,9.08,7.98,3.25,74.25,69.47,77.0,71.01,46.89,61.68,455.0,3.68,2532.0,27.84,43.36,50.0,58.77,5.26,8.19,9.44,11.1,64.38,12.31,12.78,9.02,2.7,2.42,3.29,61.18,11.68,65.56,2.0,135.0,97.26,68.16,2.22,31.11,1970.0,6.33,0.53,43300.0,51900.0,66300.0,23000.0,265.0,335.0,388.0,123.0,402.0,27.6,22.8,12.4,18.0,48.713528,18.89,40.35,46.81,72.38,83.28,761.91943,44.391994,-805.61505,84.56799,-180901.64,26385.988,579.0387,187.94832,65.56271,84.72513,12.846661,3.6169555,1.1999068,17.873806,-14.828549,8.591565,75.44707,4.4,3071.5,0.73,8.797514,53637980.0,85.40158,3.2534997,5.3184323,39170.18,2.0,14.08,10.0,70.42,22.0,154.92,40.0,281.67,109.0,767.55,756.0,5323.57,78.0,549.26,12.0,84.5,521.09,6724.88
NationalCitycity,32.67811,-117.0992,5.0,54249.0,3.67,8.46,40.89,17.67,49.61,19.27,37.89,21.93,8.32,54249.0,100.0,22129.0,77.4,0.49,21.4,22.5,20.05,16.71,24040.0,8658.0,10736.0,8800.0,14077.0,8452.0,5965.0,6449.0,10092.0,21.34,21.16,41.07,9.06,8.18,60.95,18.33,18.19,18.9,13.51,9.25,44.91,15.46,12.12,3.63,63.14,57.94,70.36,63.66,46.64,53.49,2286.0,5.57,19345.0,18.31,29.75,40.91,51.03,6.53,10.61,14.59,18.2,43.52,14.19,13.97,10.88,3.22,3.28,3.19,36.12,29.07,73.7,2.0,470.0,96.92,35.46,1.49,23.4,1962.0,4.6,0.4,90300.0,114700.0,141900.0,51600.0,346.0,441.0,539.0,193.0,476.0,29.7,23.7,10.9,-331.71884,10.0,35.66,34.95,37.65,69.74,75.56,890.2854,53.532616,237.45145,64.45964,51504.0,31947.441,676.42816,179.05818,62.839,64.08348,30.732868,6.2812757,1.3434213,37.17477,-24.5882,8.146362,107.73582,7.8,6919.5,6.02,89.50203,56724812.0,89.10028,3.5742831,7.601138,56522.883,7.0,12.11,31.0,53.61,327.0,565.48,485.0,838.71,1002.0,1732.75,2001.0,3460.32,1298.0,2244.63,34.0,58.8,1469.9,7496.5
Clintontown,41.28822,-72.5288,5.0,12767.0,2.74,1.02,96.77,1.03,2.93,13.45,24.99,11.69,8.99,-142970.94,101.24432,45884.0,85.1,0.83,53.91,21.24,2.26,12.62,51534.0,17698.0,17793.0,16409.0,12898.0,21009.0,10218.0,9590.0,421.0,3.33,3.18,14.15,26.46,4.84,72.21,19.86,21.92,12.73,30.38,8.03,27.27,11.69,9.91,3.15,83.9,82.14,94.51,90.65,61.88,74.3,115.0,1.32,361.0,19.67,21.05,26.87,28.81,0.56,0.6,0.76,0.81,94.24,1.19,4.07,3.09,2.72,2.84,2.3,80.91,1.22,36.79,3.0,752.0,86.1,77.42,0.93,68.35,1965.0,1.05,1.61,151400.0,174800.0,215400.0,64000.0,488.0,640.0,750.0,262.0,775.0,28.7,24.7,13.5,46.0,-275.07083,2.83,62.52,54.9,73.72,89.19,914.89526,248.65823,22.689714,166.90895,-126670.016,52090.73,148.25578,274.30798,82.98083,91.769196,4.1405325,1.2384528,0.4158448,6.8361945,14.396689,5.408521,-4.242671,16.9,756.9,0.87,77.024704,43645520.0,82.83464,1.1899285,3.1477697,149622.27,69.08161,6.407104,75.050804,36.98946,4.0,30.4,5.0,38.0,78.0,592.75,143.0,1086.71,6.0,45.6,1.0,7.6,68.39,1732.65
AmericanForkcity,40.376896,-111.79576,5.0,15696.0,3.83,0.05,97.69,0.77,2.4,20.03,30.7,13.79,7.26,15696.0,100.0,29624.0,80.03,2.42,42.13,24.26,5.68,19.1,31851.0,8620.0,8666.0,7437.2905,8758.0,6969.0,6002.0,5354.0,1221.0,8.08,6.87,16.35,20.05,6.09,61.51,15.74,30.26,14.82,27.91,4.6,28.84,7.03,5.85,4.12,86.56,85.47,94.22,87.42,60.28,67.56,39.0,0.29,236.0,13.98,13.98,24.58,42.37,0.21,0.21,0.37,0.64,96.12,0.55,24.41,20.8,3.7,3.82,3.36,77.74,6.47,30.29,3.0,126.0,97.02,75.44,3.97,46.83,1969.0,1.81,0.5,52500.0,64300.0,77900.0,25400.0,252.0,304.0,378.0,126.0,384.0,24.4,21.3,12.3,-46.848843,144.3201,1.5,78.03,59.24,85.85,91.48,1051.7037,260.37534,24.466246,174.62703,-72648.1,-44162.02,71.26877,307.20547,88.44254,71.41579,14.842546,17.378866,2.024365,35.33879,62.840317,3.8140807,43.94594,6.4,2469.5,0.89,66.89098,702359.94,70.55555,1.5854033,4.30835,132707.45,41.45424,9.557232,7.0,37.63,-689.8545,188.18274,28.0,150.51,90.0,483.77,585.0,3144.49,31.0,166.63,163.14024,26.760538,188.13,3794.88
